Class,Ratings,Reviews
1,4,this is a great pedal I would suggest it to anyone looking to get a pedal that would do overdrive and distortion it is a little more on the gain side and has a fizzy characteristic not to fuzzy however imo. Its fairly responsive too and the eq is opposite of say a tube screamers pronounced mids so rather flat eq. Plenty of volume and is a clone of the fulltone OCD if you want overdrive that doesn't sound like a tube screamer than this is for you. And botique quality at paupers price.true bypass so no tone loss props to joyo. P.s. crunch distortion is also an awesome pedal by joyo which does plexi tones well and is very crunchy.
1,5,No way this thing cost lest than $40.  I needed a small pedal board and didnt want to put a lot of money into pedals so I gave the Joyo pedals a try and I am pleasently surprised.  This compares very closely to my high end OD pedals I own...in a metal case???? BONUS.  I'm super happy with my Joyo pedals.
1,5,"This is a pretty hot pedal! Honestly, I have compared this against a Suhr Riot Distortion and an MXR Classic Distortion and quality wise, it is REALLY, REALLY hard to not hear the difference in terms of quality, tone, distortion / overdrive. Great price and well made. Joyo...nice job here!"
1,4,"I did not think a pedal under 40 bucks could sound this good. It does. You have to try it to believe it. I don't like the demonic face on the front though, so I knocked off a star. Otherwise it would be an easy 5 stars."
1,5,"I have heard good things regarding this pedal so I was always interested, but never pulled the trigger on purchasing it. When a buddy of mine who happens to be a professional musician began talking about it, I said I think I'd better check this out.IM GLAD I DID!boys and girls time to break open the walletsgreat tone and drive within this little boxyou'll be adding it to the board just like I did"
1,5,"Thick, harmonically rich, articulate overdrive.  Amazing sustain, booming bass, even mids, chrystal highs.The pedal responds well to the guitar's volume and easily replaces my holy fire, custom badass od, and every other OD I have.How this pedal is so cheap is beyond me.  Just buy it."
1,5,"JF-02:OMFG! No need to get all OCD about emptying your Full wallet to get the Tone needed! I tried this on Strats, an LP, & a Harrington, through my slightly modded VC5212(Webber speakers)tube amp; clean channel. No hum, noisiness,,built solid. The English instructions aren't really useful as the pedal itself is self-explanatory.I'm possibly half deaf but have been doing this for 20+ years. I'll be experimenting with a tube pre and running through a solid state to see what happens. There are many factors that make tone and this is only a small part of it. Your attitude and hands create the sound in the end. A pedal does not make you play better, practice does. If you are familiar with the OCD or can get one and a/b side by side it, you'll be amazed. Cool looking pedal box to boot."
1,5,"Like many others wanted the brand name pedal, drooled over it for years, just can't pull the trigger on a $130 pedal. Bought this instead and it plain rocks. I put my pedals through three tests, 1) playing alone, 2) Playing at rehearsal, and 3) gigs. This thing stands up nicely on all three. Using it with Am Sp Tele, Hiway 1 Strat, Squier 51, Epi LP Spec w/p/90 and Fender BJ, Peavey Classic 30/50. Sounds amazing in any combo. Using it as my gain along with the Joyo Vintage OD, for lead boosts. Killer set up."
1,5,"Just for the thickness of the sound this little jewel makes, it was worth giving this box a try. As someone else previously mentioned, set in a tube breakup setting , this device still is a little fuzzy. The tone, none the less, is very usable and sounds great. I'm a  happy customer and am sure most anyone else will be as well. Thanks for reading this."
0,1,50+ years playingmy pedal is unuseablethe lower strings are all mush at any gain or eq settingread all the good reviews and watched all the videosmine sounds nothing like themmaybe defectivei also own the joyo british and joyo crunch and they are flawless
1,5,"I've had this for nearly a year and I have no complaints. Works perfectly. Sounds awesome. Lots of gain, tons more than my Boss SD-1 w/the Monte Allums SD808 mod.  If lost or stolen, I'd buy another. Highly recommended."
1,5,"Let's get a few things straight from the start - I love effects pedals.  I love the idea of a handcrafted boutique pedal (and have owned a few), and I'll also play the mass-produced BOSS and Ibanez stuff.  And if you put foreign/no-name brand in front of me, but the pedal is made well and sounds GOOD, I'll play that too.  All you need to know is that this pedal is well-constructed and sounds darn good for 40 dollars.Joyo is a Chinese company that essentially has makes their own form factor (a heavy-duty metal box with an MXR-like button switcher), and then clones/mimics/copies circuitry of popular boutique pedals that cost anywhere from $100 to $250.  And they've figured out how to ship them to the U.S. and sell them for $40 to $60 each.  I've recently discovered these pedals, and if money/pedalboard space were no issue, there's probably 8 to 12 of them I'd like to own.The ""star"" of the Joyo lineup, however, is arguably the JF-02 Ultimate Drive.  This pedal got some notoriety a few years back when an American company bought them in bulk, repainted them, and tried to sell them for almost $200.  The fact that they thought they could get that much for it tells you something about the quality.The pedal this is supposedly clone off of is the Fulltone OCD Overdrive, a boutique pedal that came out several years ago, and usually sells from around $150.  I own that pedal, and I've done a side by side comparison on my pedal board.  And while tone is EXTREMELY subjective, I'm not sure that I wouldn't go with the Joyo Ultimate Drive in a blind test.  While the 3-knob, Lo/Hi switch are clearly inspired by the Fulltone OCD, the pedals actually sound quite different.  With the exact same settings, the Fulltone will actually sound much brighter.  That's really saying something because the Fulltone is known as having a very well-rounded tone with a defined base.  Well, the Ultimate Drive offers even more bass and mids, yet the Tone knob can brighten it up quite a bit without losing that bottom end.It's actually extremely versatile.  I'm not sure that it would do low-gain ""crunch"" sounds very well, but if that's what you want, consider the Joyo Vintage Overdrive, the Joyo Crunch Distortion, or a Tubescreamer.  Right now, I have three pedals that are fairly similar and offer a great ""overdriven Marshall"" tone: The Fulltone, the Ultimate Drive, and the Marshall GV-2 Guv'nor.  While they are all great pedals, the Joyo really hits the sweet spot on my Vox Combo amp (using a Gibson Les Paul).As for soloing/lead play, I'm noticing all types of pick attack/harmonic response with the Joyo that I don't get with other stompboxes.  It really does act and feel like an onboard overdrive channel.  If you point all the knobs at 12 o' clock, some people may think it is muddy, but that Tone knob really does change the character quite a bit.  Sorry for the long rant, but I want people to know that just because you can't afford $150+ on a single pedal doesn't mean you can't enjoy a great overdrive stomp box.  Check the JF-02 out - it just might be your ""gateway drug"" to other Joyo pedals!"
